
'lyft.com','Hardware Engineer Intern - Autonomous Driving - Summer 2019','https://boards.greenhouse.io/lyft/jobs/4076406002?gh_jid=4076406002',
'Software Engineer Intern (2019)','https://boards.greenhouse.io/lyft/jobs/4014608002?gh_jid=4014608002',
'Software Engineer Intern - Autonomous Driving - Summer 2019','https://boards.greenhouse.io/lyft/jobs/4069583002?gh_jid=4069583002',
'Software Engineer Intern - Munich / Autonomous Driving - Summer 2019','https://boards.greenhouse.io/lyft/jobs/4076400002?gh_jid=4076400002',

'airbnb.com','Software Engineer, Intern 2019','https://www.airbnb.com/careers/departments/position/1213896',

'uber.com','2019 Internship/Co-Op - Software Engineer','https://www.uber.com/careers/list/41577/',

'careers.google.com',
'careers.google.com',
